age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,y_score
88,retired,divorced,basic.4y,no,no,no,cellular,oct,wed,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.869418624922331
74,retired,divorced,basic.4y,no,yes,no,cellular,oct,mon,3,3,2,success,-1.1,94.601,-49.5,1.0,4963.6,0,0.8687874085084021
59,admin.,married,university.degree,no,no,yes,cellular,sep,wed,1,3,1,success,-1.1,94.199,-37.5,0.886,4963.6,1,0.8669178876444127
80,retired,divorced,unknown,no,yes,yes,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.8667298676948543
37,technician,single,professional.course,no,yes,no,cellular,nov,wed,1,6,4,success,-1.1,94.767,-50.8,1.044,4963.6,1,0.8659338401329654
32,admin.,single,university.degree,no,yes,no,cellular,sep,thu,2,10,3,success,-1.1,94.199,-37.5,0.884,4963.6,1,0.8658956223099398
65,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,1,3,3,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.8641166105882703
31,student,single,unknown,no,unknown,unknown,cellular,sep,wed,2,6,2,success,-1.1,94.199,-37.5,0.88,4963.6,1,0.8624803814140563
37,admin.,married,university.degree,no,no,no,cellular,sep,wed,2,6,2,success,-1.1,94.199,-37.5,0.886,4963.6,1,0.8618493544481785
79,retired,married,basic.4y,no,yes,no,cellular,nov,tue,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.8604617193772948
28,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,2,6,3,success,-1.1,94.767,-50.8,1.041,4963.6,0,0.8603426677897658
70,retired,married,professional.course,no,no,no,cellular,oct,thu,1,6,3,success,-1.1,94.601,-49.5,0.987,4963.6,1,0.8601575923281993
62,retired,married,university.degree,no,no,no,cellular,nov,thu,2,6,3,success,-1.1,94.767,-50.8,1.031,4963.6,1,0.860030222653142
34,technician,married,unknown,no,yes,no,cellular,nov,tue,1,1,4,success,-1.1,94.767,-50.8,1.046,4963.6,0,0.8592918306746297
41,unemployed,married,basic.9y,no,no,no,cellular,nov,thu,2,3,2,success,-1.1,94.767,-50.8,1.041,4963.6,1,0.855702389159649
56,technician,divorced,professional.course,no,no,no,cellular,oct,mon,1,3,2,success,-1.1,94.601,-49.5,1.0,4963.6,1,0.8550842595907764
60,blue-collar,married,basic.4y,no,yes,no,cellular,nov,tue,2,4,1,success,-1.1,94.767,-50.8,1.035,4963.6,0,0.8528008865302403
37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,1,6,2,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.8522989598772308
82,retired,married,university.degree,unknown,no,no,cellular,sep,mon,3,3,4,success,-1.1,94.199,-37.5,0.879,4963.6,0,0.851829849132161
60,retired,married,high.school,no,no,no,cellular,sep,wed,1,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.8482936670327692
59,management,married,university.degree,no,yes,no,cellular,dec,thu,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5,0,0.8454287558869118
24,student,single,unknown,no,yes,no,cellular,sep,wed,1,5,1,success,-1.1,94.199,-37.5,0.886,4963.6,1,0.8449617885360806
54,admin.,married,high.school,no,no,no,cellular,oct,wed,2,6,2,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.8447550237622165
41,unemployed,married,high.school,no,no,no,cellular,sep,wed,1,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.844095128956125
34,technician,married,unknown,no,yes,no,cellular,nov,tue,1,3,1,success,-1.1,94.767,-50.8,1.046,4963.6,1,0.8439818118315469
81,retired,married,university.degree,unknown,yes,yes,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,0,0.8435052334378036
22,student,single,high.school,no,no,no,cellular,sep,wed,3,5,1,success,-1.1,94.199,-37.5,0.886,4963.6,1,0.8415936787786523
64,housemaid,married,basic.4y,no,no,no,cellular,dec,thu,1,6,2,success,-3.0,92.713,-33.0,0.714,5023.5,1,0.8411179982086917
37,management,married,university.degree,no,yes,no,cellular,oct,thu,3,5,5,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.8408142839013565
35,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,3,4,2,success,-1.1,94.767,-50.8,1.035,4963.6,1,0.8405879300359093
77,retired,married,unknown,no,yes,no,cellular,nov,fri,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.8401828922612539
37,management,married,university.degree,no,yes,no,cellular,oct,thu,3,3,3,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.8401479423404459
58,admin.,married,high.school,no,no,no,cellular,sep,thu,1,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.8392140468493876
83,retired,divorced,basic.4y,no,no,no,cellular,nov,tue,1,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.8376121379922965
60,admin.,married,professional.course,no,yes,yes,cellular,sep,thu,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.836648563029571
74,retired,married,basic.9y,no,yes,no,cellular,oct,thu,2,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.8362273900454752
68,retired,married,basic.4y,no,yes,no,cellular,oct,tue,1,6,2,success,-3.4,92.431,-26.9,0.728,5017.5,1,0.8351065155474526
57,management,married,university.degree,no,no,no,cellular,sep,fri,2,6,2,success,-1.1,94.199,-37.5,0.883,4963.6,1,0.8349746655863672
85,retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.8333010583266827
60,retired,married,university.degree,no,no,no,cellular,sep,thu,2,6,1,success,-1.1,94.199,-37.5,0.884,4963.6,1,0.833197633209718
38,blue-collar,single,high.school,no,yes,no,cellular,sep,wed,1,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.8312262212365944
29,admin.,single,university.degree,no,yes,no,cellular,sep,thu,2,8,2,success,-1.1,94.199,-37.5,0.878,4963.6,0,0.830301313997243
47,technician,married,basic.6y,no,no,no,cellular,sep,mon,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,0,0.8302317354734642
73,retired,divorced,high.school,no,no,yes,cellular,dec,tue,3,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.8300909936679407
29,admin.,single,high.school,no,yes,no,cellular,sep,thu,1,6,2,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.8292508000813112
29,technician,married,professional.course,no,yes,no,cellular,oct,fri,1,5,2,success,-1.1,94.601,-49.5,0.972,4963.6,1,0.8286010223777013
69,retired,married,basic.4y,no,no,no,cellular,sep,mon,3,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,0,0.8278008658675982
30,management,married,university.degree,no,no,yes,cellular,oct,wed,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,1,0.8273060855509898
78,retired,divorced,basic.4y,no,yes,no,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.8272859093664973
70,admin.,married,basic.4y,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.8269710713507247
37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,2,11,4,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.8266918783557422
58,admin.,married,university.degree,no,no,no,cellular,sep,thu,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.8266205389112448
44,management,married,university.degree,no,no,no,cellular,sep,wed,1,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,1,0.8247646448484929
72,retired,married,basic.4y,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.72,5017.5,0,0.8242091275041794
24,student,single,high.school,no,yes,yes,cellular,sep,wed,2,6,2,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.8241080229700887
67,unknown,divorced,unknown,unknown,yes,no,cellular,sep,wed,2,6,2,success,-1.1,94.199,-37.5,0.88,4963.6,1,0.8236419626304379
33,admin.,single,university.degree,no,yes,no,cellular,oct,thu,1,3,3,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.8233010951897681
34,technician,married,professional.course,no,yes,yes,cellular,sep,fri,1,6,3,success,-1.1,94.199,-37.5,0.883,4963.6,0,0.8230960065996152
54,services,divorced,high.school,no,yes,yes,cellular,oct,wed,4,3,1,success,-1.1,94.601,-49.5,1.016,4963.6,1,0.8229845664548306
74,retired,married,professional.course,no,yes,no,cellular,oct,thu,2,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,0,0.8227598549340365
83,retired,married,professional.course,no,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,1,0.822419046771722
66,retired,married,basic.4y,unknown,unknown,unknown,cellular,oct,wed,1,6,3,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.8218162724774271
62,housemaid,married,university.degree,no,yes,no,cellular,nov,thu,1,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.8179595995656841
54,admin.,divorced,university.degree,no,yes,no,cellular,oct,wed,2,6,2,success,-3.4,92.431,-26.9,0.735,5017.5,0,0.8174926938003574
51,admin.,married,university.degree,no,yes,yes,cellular,oct,thu,3,3,1,success,-1.1,94.601,-49.5,0.965,4963.6,1,0.8174195226058723
35,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,1,9,4,success,-1.1,94.767,-50.8,1.035,4963.6,1,0.8163147305796113
35,technician,married,professional.course,no,yes,yes,cellular,oct,wed,1,9,2,failure,-1.1,94.601,-49.5,0.959,4963.6,1,0.8163081457311543
59,admin.,married,unknown,no,yes,yes,cellular,sep,mon,3,3,1,success,-3.4,92.379,-29.8,0.797,5017.5,1,0.816112086896581
71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,0,0.8150140573569996
65,retired,married,high.school,no,yes,yes,cellular,oct,fri,2,12,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,0.814344062808292
54,admin.,married,professional.course,no,no,no,cellular,nov,tue,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6,1,0.8138278171811916
37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,2,13,2,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.8137120138123556
67,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5,1,0.8134275625145058
79,retired,married,basic.4y,no,no,yes,cellular,nov,tue,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.8127702859909699
30,technician,married,professional.course,no,yes,no,cellular,oct,mon,1,9,2,success,-1.1,94.601,-49.5,1.032,4963.6,1,0.8114659628944392
70,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.8113514147003007
78,retired,divorced,basic.4y,no,yes,no,cellular,nov,thu,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.8099426993875014
23,student,single,high.school,no,no,yes,cellular,sep,thu,2,3,2,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.8096612265217265
34,technician,married,professional.course,no,unknown,unknown,cellular,sep,fri,1,6,4,success,-1.1,94.199,-37.5,0.883,4963.6,0,0.8094212602366435
64,unknown,married,unknown,no,no,no,cellular,nov,mon,1,3,3,success,-1.1,94.767,-50.8,1.048,4963.6,0,0.808410362143316
28,management,single,university.degree,no,yes,no,cellular,sep,wed,3,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,1,0.807595826969824
42,management,married,university.degree,no,yes,no,cellular,sep,wed,1,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,1,0.8072394694107418
47,management,married,university.degree,no,no,no,cellular,sep,thu,1,17,2,success,-1.1,94.199,-37.5,0.884,4963.6,1,0.8072116250013441
36,management,divorced,university.degree,no,no,no,cellular,sep,tue,3,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,1,0.8053128418865142
56,admin.,married,university.degree,no,yes,no,cellular,sep,thu,2,3,2,success,-3.4,92.379,-29.8,0.778,5017.5,1,0.8051719424236649
35,admin.,married,university.degree,no,no,no,cellular,oct,wed,1,3,2,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.8050479879284704
55,services,married,basic.9y,no,yes,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.8050274833701201
72,admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,1,0.8047801026914044
83,retired,divorced,basic.4y,no,no,no,cellular,sep,thu,1,9,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.8039564573908533
36,management,divorced,university.degree,no,yes,no,cellular,sep,tue,1,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,1,0.8024827472674884
23,student,single,high.school,no,no,no,cellular,oct,wed,1,3,1,success,-1.1,94.601,-49.5,1.043,4963.6,0,0.8020985987500041
32,technician,married,basic.9y,no,yes,no,cellular,sep,wed,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.8019830612475417
65,retired,married,basic.4y,no,no,no,cellular,oct,fri,2,7,3,success,-1.1,94.601,-49.5,0.993,4963.6,1,0.8017741494231093
57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,1,0.8007665219289052
53,management,divorced,university.degree,no,no,no,cellular,sep,tue,2,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,1,0.8005653070547073
70,admin.,married,basic.4y,no,yes,yes,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.7987962671422667
41,unemployed,married,high.school,no,yes,yes,cellular,sep,wed,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7974409097798927
43,unemployed,married,basic.9y,no,no,no,cellular,sep,fri,2,9,1,success,-1.1,94.199,-37.5,0.883,4963.6,1,0.7973454329972884
72,retired,married,basic.4y,no,no,no,cellular,sep,fri,1,3,2,success,-3.4,92.379,-29.8,0.803,5017.5,1,0.7971679832353964
65,management,married,unknown,no,no,no,cellular,dec,wed,2,9,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7962987186427608
33,technician,married,unknown,no,yes,yes,cellular,sep,thu,1,9,3,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.7957842942404906
68,retired,divorced,high.school,no,yes,yes,cellular,oct,mon,1,3,1,success,-1.1,94.601,-49.5,1.0,4963.6,1,0.795564032414872
34,admin.,married,professional.course,no,no,no,cellular,sep,tue,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,1,0.7953277009424539
55,admin.,married,professional.course,no,yes,no,cellular,dec,thu,1,9,2,success,-3.0,92.713,-33.0,0.714,5023.5,1,0.7943597762304807
26,student,single,unknown,no,yes,yes,cellular,sep,thu,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,0.7941168380072738
49,technician,divorced,professional.course,no,yes,no,cellular,oct,fri,2,3,1,success,-1.1,94.601,-49.5,0.972,4963.6,1,0.7939382859866553
38,technician,single,professional.course,no,yes,no,cellular,sep,thu,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7937607477628489
45,unemployed,married,high.school,no,no,no,cellular,sep,wed,4,6,2,success,-1.1,94.199,-37.5,0.88,4963.6,0,0.7930745407807588
32,technician,married,professional.course,no,no,no,cellular,oct,wed,1,3,1,success,-1.1,94.601,-49.5,0.959,4963.6,1,0.7930647898752948
31,admin.,single,university.degree,no,unknown,unknown,cellular,oct,tue,1,3,1,success,-1.1,94.601,-49.5,1.008,4963.6,1,0.7930514615934582
26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,1,6,4,success,-1.1,94.199,-37.5,0.878,4963.6,0,0.7914663278578229
67,housemaid,divorced,professional.course,no,yes,no,cellular,nov,mon,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6,1,0.7912260605417353
76,retired,married,university.degree,no,yes,yes,cellular,dec,thu,2,4,2,success,-3.0,92.713,-33.0,0.712,5023.5,1,0.7912176395215437
36,unemployed,single,high.school,no,yes,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7910614423217148
76,retired,single,basic.4y,no,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7889322460574317
34,admin.,married,university.degree,no,no,no,cellular,nov,wed,1,3,3,success,-1.1,94.767,-50.8,1.048,4963.6,0,0.7888538476561556
45,management,married,university.degree,no,no,no,cellular,sep,wed,2,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,1,0.7887132410076398
51,services,married,high.school,no,yes,no,cellular,nov,mon,3,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,0,0.788651327508754
76,retired,married,basic.4y,no,yes,no,cellular,sep,wed,2,3,1,success,-3.4,92.379,-29.8,0.781,5017.5,1,0.7886085426001184
29,student,single,professional.course,no,yes,yes,cellular,nov,thu,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7881496991580962
60,unemployed,married,basic.4y,no,no,no,cellular,nov,thu,2,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7877977126889757
33,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,12,1,success,-1.1,94.767,-50.8,1.049,4963.6,1,0.7869488322703433
49,admin.,married,high.school,unknown,no,no,cellular,oct,wed,1,6,3,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.7867639250390519
28,admin.,single,university.degree,no,no,no,cellular,oct,mon,1,3,3,success,-1.1,94.601,-49.5,1.032,4963.6,1,0.7866724648266571
51,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,1,3,7,success,-1.1,94.767,-50.8,1.049,4963.6,0,0.7866417933315908
65,retired,single,university.degree,no,no,no,cellular,nov,thu,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7863914440290122
35,blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,1,4,3,success,-3.0,92.713,-33.0,0.707,5023.5,0,0.7862737239389856
45,admin.,married,high.school,no,yes,no,cellular,oct,fri,3,6,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,0.7860758625087284
38,unemployed,single,high.school,no,yes,no,cellular,dec,fri,4,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,1,0.7845468674972965
28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,1,6,2,success,-1.1,94.601,-49.5,1.032,4963.6,0,0.7841780869950062
53,admin.,married,university.degree,no,no,no,cellular,dec,thu,1,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,0,0.7839141032576872
65,retired,married,basic.4y,no,yes,yes,cellular,oct,mon,1,3,1,success,-1.1,94.601,-49.5,0.977,4963.6,1,0.7819731743550239
23,student,single,professional.course,no,no,no,cellular,sep,wed,2,15,1,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.7813243716327882
63,unknown,married,professional.course,no,no,no,cellular,oct,thu,1,6,1,success,-1.1,94.601,-49.5,1.025,4963.6,0,0.7808290377609999
48,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.78080290586101
30,admin.,single,high.school,no,no,no,cellular,sep,fri,3,6,1,success,-1.1,94.199,-37.5,0.883,4963.6,1,0.7807687368328124
50,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,tue,2,9,3,success,-1.1,94.767,-50.8,1.049,4963.6,0,0.7804494028585254
24,student,single,unknown,no,yes,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.7803506358419547
34,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7797256151924966
57,admin.,single,high.school,no,no,no,cellular,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.7792092645315523
64,housemaid,married,basic.4y,no,no,yes,cellular,dec,thu,1,6,1,success,-3.0,92.713,-33.0,0.714,5023.5,0,0.7791050136565217
19,student,single,basic.4y,no,yes,no,cellular,sep,wed,2,6,3,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.7788939377592254
23,student,single,professional.course,no,yes,no,cellular,sep,wed,1,8,2,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.7780524215116836
59,services,married,professional.course,no,yes,no,cellular,sep,fri,3,2,4,success,-1.1,94.199,-37.5,0.883,4963.6,0,0.7776024414353487
76,retired,married,university.degree,no,no,yes,cellular,dec,thu,3,4,2,success,-3.0,92.713,-33.0,0.712,5023.5,1,0.7764445045659119
31,services,single,high.school,no,yes,no,cellular,sep,fri,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7752948410057674
29,technician,single,professional.course,no,no,yes,cellular,nov,fri,1,6,2,success,-1.1,94.767,-50.8,1.04,4963.6,0,0.7749722135004737
42,admin.,divorced,university.degree,no,no,no,cellular,sep,wed,1,16,1,success,-1.1,94.199,-37.5,0.886,4963.6,1,0.7744742467716592
59,housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,0.7740837889586113
29,student,single,high.school,no,yes,yes,cellular,nov,thu,1,3,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.7737150428454375
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,3,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.773595691922308
63,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.749,5017.5,1,0.7728721078637492
41,technician,married,professional.course,no,no,no,cellular,oct,wed,2,27,1,success,-1.1,94.601,-49.5,0.959,4963.6,1,0.7721694838279618
65,retired,married,high.school,no,yes,no,cellular,oct,thu,5,3,1,success,-1.1,94.601,-49.5,1.025,4963.6,0,0.772032825233183
28,admin.,single,university.degree,no,no,no,cellular,oct,thu,1,17,1,success,-1.1,94.601,-49.5,0.965,4963.6,0,0.7716083323086351
62,retired,married,university.degree,no,yes,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.7699652728067813
28,technician,single,professional.course,no,yes,no,cellular,nov,wed,2,6,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.769564010230763
75,housemaid,divorced,basic.4y,no,no,no,telephone,nov,mon,8,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.7689187265267505
21,student,single,university.degree,no,yes,no,cellular,dec,fri,3,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,1,0.7665809102232813
22,student,single,high.school,no,no,no,cellular,oct,fri,3,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,1,0.7661450843561008
60,retired,married,university.degree,no,no,no,cellular,dec,fri,3,6,2,success,-3.0,92.713,-33.0,0.718,5023.5,1,0.7654795202310862
34,admin.,single,high.school,no,no,no,cellular,sep,thu,1,12,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.765439298561242
23,student,single,high.school,no,no,yes,cellular,oct,fri,1,3,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,0.7653074516460185
38,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7651661985699882
28,unemployed,single,basic.4y,no,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,0,0.7632989703042692
60,unemployed,married,basic.6y,no,yes,no,cellular,sep,thu,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,0,0.7629548099357151
62,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,0,0.7625354163187146
32,admin.,married,university.degree,no,yes,no,cellular,oct,wed,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.7624270428479503
36,unemployed,married,high.school,no,yes,no,cellular,oct,mon,1,3,1,success,-1.1,94.601,-49.5,1.032,4963.6,1,0.7623683387161606
23,student,single,university.degree,no,yes,no,cellular,dec,fri,2,6,2,success,-3.0,92.713,-33.0,0.718,5023.5,0,0.7620769876147594
45,admin.,married,university.degree,no,no,no,cellular,dec,thu,2,6,1,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.7617385319166846
